teleplay_id,rating
32281,10.364841844179644
28977,10.09390133581316
9969,9.306949770784941
32935,9.253767801851227
11061,9.251870166585654
820,9.243043078602778
15335,9.239130095940263
15417,9.190251512692623
28851,9.186399370925889
918,9.158274403029285
28891,9.156631052461174
24701,8.949471447770108
263,8.948346403233513
21939,8.9421448287984
457,8.922603476163754
245,8.905979458507058
5258,8.882807917445431
31757,8.879404980742697
19,8.8772180208647
22135,8.735223090421956
21329,8.721417298527244
7785,8.710667083270241
30709,8.660457861565522
6114,8.637457284964627
31240,8.622655520861002
5300,8.593930567454668
24415,8.571165073107174
21899,8.56400261997173
26055,8.544079602552104
7472,8.51729488966521
777,8.516553330400566
22535,8.516037764289866
12431,8.507419356899181
28805,8.426342281093207
16894,8.414568636867468
5028,8.38071832457775
801,8.377284177630496
17389,8.372908249789367
18617,8.34736249737876
32182,8.344990493788544
877,8.344854935082054
2251,8.343901828494046
24687,8.329888817994085
16498,8.327320701911766
5941,8.290253104602993
30346,8.279398904533126
12029,8.265823226552723
14719,8.237949775065095
13601,8.219092147113873
30230,8.184868529154336
205,8.184556514364779
32282,8.175927599843565
7655,8.166255440013366
2246,8.16236761917819
2921,8.156186297640717
136,8.13970888785865
30503,8.135016768963753
12531,8.129042890673718
467,8.115181387505864
2559,8.085777214962361
11771,8.070534919104832
1698,8.070128744290958
10863,8.053633481610174
9260,8.030542664049733
31181,8.020913374486074
45,8.019061638208493
1365,8.008730822632408
627,8.004021786771284
4081,7.996643816565212
4155,7.99332404514632
139,7.989979669288895
23317,7.967923555014617
558,7.967578401249008
57,7.961149907954194
33,7.955097540653032
1842,7.953911208815217
6336,7.953446020400175
20651,7.94425271010738
264,7.941886249831211
853,7.934661339112945
5460,7.93170085656372
6746,7.912603181732648
5690,7.883974560517025
34240,7.879729400091773
6811,7.851691488144737
16664,7.835248208507819
1604,7.815431498123622
22145,7.797516490031132
31964,7.79425214912562
19363,7.779120846841697
9863,7.770011044937596
3226,7.7605086288852085
21557,7.756303901168608
31715,7.752697049296397
31051,7.752295403563285
32188,7.744429464585037
28223,7.732805630290183
138,7.728602148069476
6675,7.716461870395276
32005,7.692779404323411
813,7.691737021467643
28725,7.680174217976684
31490,7.672671650079283
759,7.669567116275678
9735,7.66223508158574
11123,7.660904824408597
33161,7.657076773315892
1519,7.656397785762495
5681,7.649360773960067
3901,7.647577953387329
6467,7.641353879903229
22507,7.637408076609853
19123,7.636205600361104
4722,7.633591338497088
24277,7.622277286646945
239,7.611399742749375
512,7.610456444948059
4477,7.6049061558492985
31174,7.602789428460125
23327,7.602222299882123
3702,7.59966883198197
1257,7.598894554118653
23283,7.589854801359733
2025,7.57503676293054
1364,7.57050516697484
18689,7.566706592776659
22043,7.566066963929028
20899,7.565384100884279
23623,7.564194293020123
1382,7.560695015196471
18,7.555302394471731
4814,7.545845314850223
16662,7.543544895780046
12031,7.530884214049045
8129,7.530574324446217
2581,7.528092256059
30015,7.513776383730554
6171,7.507853617497181
1827,7.505247098272321
25013,7.498483728639145
1367,7.494402514819306
27833,7.494121000075017
26213,7.492662712669354
1974,7.492348404607094
12069,7.487151267417097
18679,7.486446346809134
721,7.485466036231225
2402,7.4835622408012
1566,7.483218354035414
440,7.4787716573316665
1506,7.476819906864164
3016,7.476053178347978
3927,7.474985707551004
24833,7.474482558624839
29893,7.474376104828415
27663,7.474295485360695
1482,7.470740786437909
3371,7.468749349733158
25313,7.46499121489473
1914,7.462127206344669
20371,7.459532532565431
2164,7.456070448519401
237,7.446442766467319
2449,7.442448956056774
16918,7.438809635076273
1486,7.437292028218096
24997,7.426090597638195
8063,7.424642063948936
25879,7.41803412398482
889,7.411310760797079
21419,7.407749873532323
731,7.401616592582986
31149,7.400903682273778
781,7.3961375779538
25649,7.395727695648208
5029,7.388706553268771
302,7.378553876213454
8740,7.377435330883143
18179,7.376539753021762
4901,7.37479153530612
23199,7.372388614792816
32122,7.369509764055058
30415,7.362971142969025
851,7.361749182324722
10049,7.3583169861240485
9926,7.358048213072428
31173,7.357854579575119
589,7.35733636400939
15059,7.354064956467003
20815,7.353524959776343
9963,7.347640817552488
32551,7.346337756957933
2951,7.34580559888936
14713,7.345368387062607
81,7.344959259285946
9204,7.344128593436273
31098,7.343595397106491
1023,7.341991815393335
24921,7.341245899197949
1471,7.338417400988223
27831,7.33724000632521
4672,7.336122396495388
3907,7.335710022352956
186,7.334521801602499
30885,7.33184961086318
21469,7.331172259538621
9941,7.329811350138069
28297,7.329465133126075
29831,7.329185339206513
2154,7.326931614920296
6505,7.3265275371114775
3665,7.325325339429019
9996,7.323660639768102
3014,7.3234237473115416
645,7.3212513988809595
11135,7.315548259185281
13767,7.31121445829271
6774,7.307638439521952
1089,7.3073079802918945
25161,7.306388471222247
2752,7.303133510897691
15,7.302886331163984
122,7.302765004174895
3588,7.298630776377992
16916,7.289655528327133
2143,7.289124158459708
6582,7.287606782446251
2158,7.287334967179097
22319,7.286722792726345
6438,7.284874580954565
33032,7.283065894387795
227,7.281355514263096
4898,7.279720982044844
7222,7.278910127190696
22097,7.277700217210728
957,7.277114089602085
2623,7.275458721216664
18429,7.275203716850454
26123,7.273077049792655
28,7.271340413847623
9513,7.268537424326591
8408,7.2675373833480235
13331,7.2636994404352135
29803,7.260354502538358
